288,1,NaN
289,0,NaN
290,1,1
291,0,1
292,2,NaN
294,0,1
295,1,1
296,2,2
297,0,1
298,0,2
299,0,2
301,2,NaN
302,2,NaN
303,0,NaN
304,1,NaN
305,2,NaN
306,0,NaN
307,2,NaN
308,2,NaN
309,2,NaN
310,2,NaN
311,2,NaN
312,2,NaN
313,2,NaN
314,1,NaN
315,0,NaN
316,2,NaN
317,2,NaN
318,2,NaN
319,2,NaN
320,2,NaN
321,1,NaN
322,1,NaN
323,2,NaN
324,2,NaN
325,2,NaN
326,2,NaN
327,2,NaN
328,2,NaN
329,2,NaN
330,2,NaN
331,1,NaN
332,1,NaN
333,2,NaN
334,1,NaN
335,2,NaN
336,1,NaN
337,0,NaN
338,1,NaN
339,2,NaN
340,2,NaN
341,2,NaN
342,2,NaN
343,0,NaN
344,1,NaN
345,0,NaN
346,1,NaN
347,0,NaN
348,0,NaN
349,0,0
350,0,NaN
351,0,0
352,0,NaN
353,0,0
354,0,0
355,2,0
357,1,NaN
358,1,NaN
360,0,1
361,2,NaN
362,1,0
364,2,1
365,0,0
366,1,NaN
367,2,NaN
368,0,NaN
369,1,NaN
370,2,0
371,1,NaN
372,0,0
373,1,2
374,0,0
375,2,NaN
376,1,0
377,0,NaN
378,2,2
379,2,0
380,2,2
381,2,NaN
382,2,NaN
383,0,NaN
384,2,NaN
385,0,1
386,1,0
387,1,0
388,2,NaN
389,0,NaN
390,2,NaN
391,1,NaN
392,2,NaN
393,2,2
394,0,0
395,1,2
396,0,0
397,1,NaN
398,1,1
399,2,2
400,0,NaN
401,0,2
402,0,NaN
403,1,0
404,1,NaN
405,2,NaN
406,1,NaN
407,2,NaN
408,2,NaN
409,0,1
410,1,NaN
411,2,NaN
412,1,NaN
413,1,NaN
414,1,NaN
415,0,NaN
416,1,2
417,1,2
418,2,2
419,1,NaN
420,2,NaN
421,2,1
422,1,NaN
423,1,NaN
424,2,NaN
425,2,2
426,1,0
427,0,2
428,1,0
429,2,1
430,0,0
431,1,1
432,1,0
433,2,2
434,1,2
435,2,1
436,2,1
437,1,2
438,2,NaN
439,2,NaN
440,2,NaN
441,2,2
442,1,NaN
443,0,2
444,1,2
445,0,2
446,2,NaN
447,2,NaN
448,2,NaN
449,2,NaN
450,2,NaN
451,2,NaN
452,2,NaN
453,2,1
454,2,2
455,2,2
456,2,2
457,2,2
458,1,NaN
459,2,NaN
460,2,2
461,2,NaN
462,2,2
463,0,NaN
464,1,NaN
465,1,1
466,2,NaN
467,2,2
468,2,1
469,2,2
470,0,2
471,0,2
472,0,NaN
473,1,2
474,0,NaN
475,2,1
476,0,NaN
477,1,1
478,2,NaN
479,2,1
480,2,2
481,2,NaN
482,2,1
483,2,2
484,2,2
485,1,NaN
486,1,2
487,2,2
488,0,0
489,2,1
490,2,2
491,2,2
492,2,0
493,2,1
494,2,2
495,2,2
496,2,2
497,0,NaN
498,2,2
499,0,2
500,2,2
501,2,2
502,2,NaN
503,2,2
504,1,2
505,1,2
506,1,2
507,1,NaN
508,1,1
509,2,2
510,0,2
511,0,2
512,2,2
513,1,NaN
514,1,1
515,1,2
516,2,NaN
517,1,NaN
518,0,NaN
519,1,NaN
520,1,NaN
521,1,NaN
522,2,0
523,2,NaN
524,1,0
525,0,NaN
526,1,0
527,0,NaN
528,2,2
529,1,NaN
530,2,2
531,2,NaN
532,2,2
533,1,2
534,2,NaN
535,1,2
536,0,1
537,2,NaN
538,2,NaN
539,1,2
540,1,NaN
541,1,NaN
542,2,0
543,2,1
544,2,2
545,1,0
546,2,2
547,2,1
548,1,2
549,1,1
550,2,NaN
551,1,NaN
552,0,NaN
553,2,2
554,1,2
555,1,1
556,1,NaN
557,1,NaN
558,1,NaN
559,2,NaN
560,1,NaN
561,0,NaN
562,2,NaN
563,1,NaN
564,0,2
565,2,1
566,1,2
567,0,2
568,0,2
569,0,0
570,0,NaN
571,2,2
572,0,2
573,1,2
574,2,NaN
575,2,2
576,2,2
577,2,2
578,2,0
579,2,NaN
580,2,0
581,2,2
582,2,2
583,2,NaN
584,2,0
585,2,NaN
586,2,NaN
587,2,NaN
588,2,2
589,2,0
590,2,NaN
591,2,NaN
592,2,NaN
593,2,1
594,2,NaN
595,0,NaN
596,0,0
597,0,NaN
598,0,2
599,0,2
600,1,2
601,0,NaN
602,0,0
603,1,0
604,1,NaN
605,1,2
606,1,NaN
607,2,NaN
608,1,NaN
609,1,NaN
610,1,NaN
611,1,1
612,1,2
613,1,2
614,1,2
615,0,2
616,1,NaN
617,2,NaN
618,2,NaN
619,2,2
620,1,NaN
621,1,2
622,1,2
623,1,NaN
624,1,NaN
625,0,0
626,1,2
627,0,NaN
628,0,NaN
629,1,0
630,0,0
631,1,NaN
632,2,NaN
633,0,2
634,1,1
635,0,NaN
636,0,NaN
637,2,NaN
638,1,NaN
639,2,NaN
640,2,2
641,1,NaN
642,1,NaN
643,2,2
644,2,NaN
645,2,NaN
646,2,NaN
647,0,NaN
648,1,NaN
649,2,1
650,2,2
651,2,2
652,0,1
653,2,2
654,1,2
655,1,1
656,2,2
657,2,2
658,2,1
659,2,2
660,0,0
661,1,NaN
662,1,0
663,1,0
664,0,1
665,1,NaN
666,1,0
667,1,1
668,2,2
669,2,2
670,2,2
671,2,1
672,0,NaN
673,2,1
674,0,NaN
675,1,1
676,2,0
677,0,0
678,2,0
679,1,NaN
680,2,2
681,2,NaN
682,0,NaN
683,2,0
684,0,0
685,0,NaN
686,2,1
687,0,NaN
688,2,2
689,0,NaN
690,0,NaN
691,1,2
692,1,2
693,2,NaN
694,2,2
695,0,NaN
696,2,NaN
697,0,2
698,1,2
699,2,NaN
700,1,NaN
701,1,2
702,2,NaN
703,1,2
704,2,NaN
705,2,NaN
706,2,NaN
707,1,2
708,2,2
709,0,0
710,2,2
711,2,2
712,2,NaN
713,2,1
714,1,2
715,2,2
716,2,0
717,2,1
718,2,1
719,2,NaN
720,2,2
721,1,2
722,2,NaN
723,2,2
724,2,NaN
725,2,1
726,1,2
727,1,2
728,1,2
729,1,2
730,2,2
731,1,2
732,0,2
733,1,2
734,1,NaN
735,1,NaN
736,1,NaN
737,1,2
738,0,2
739,1,1
740,1,NaN
742,1,2
743,0,NaN
744,0,NaN
745,0,NaN
746,0,NaN
747,2,NaN
748,1,NaN
749,0,NaN
750,1,NaN
751,0,2
752,1,2
753,1,1
754,1,0
755,0,2
756,0,0
757,0,2
758,0,2
759,0,NaN
760,1,NaN
761,0,NaN
762,1,NaN
763,0,NaN
764,1,NaN
765,1,NaN
766,0,NaN
767,0,1
768,0,NaN
769,0,1
770,0,NaN
771,1,1
772,1,2
773,1,0
774,1,0
775,0,2
776,1,NaN
777,2,1
778,0,0
779,1,0
780,1,NaN
781,0,1
782,2,NaN
783,2,2
784,1,NaN
785,1,1
786,2,1
787,1,1
788,1,2
790,2,NaN
791,2,0
792,2,NaN
793,2,NaN
794,2,NaN
795,2,NaN
796,0,0
797,0,0
798,0,0
799,2,2
800,1,1
801,1,NaN
802,0,2
803,2,0
804,0,NaN
805,0,0
806,0,0
807,1,NaN
808,2,NaN
809,1,1
810,1,NaN
811,1,0
812,1,1
813,2,2
814,1,NaN
815,1,1
816,1,1
817,2,2
818,1,NaN
819,0,NaN
820,1,1
821,2,NaN
822,2,2
823,2,2
824,2,NaN
825,1,2
826,2,NaN
827,0,NaN
828,1,2
829,2,2
830,2,NaN
831,2,NaN
832,2,NaN
833,2,2
834,0,2
835,2,2
836,2,2
837,2,2
838,1,2
839,2,2
840,2,2
841,2,2
842,2,1
843,1,2
844,2,2
845,2,2
846,1,1
847,2,2
848,2,2
849,2,2
850,2,NaN
851,2,2
852,1,2
853,2,1
854,2,2
855,1,NaN
856,2,NaN
857,2,NaN
858,2,2
859,2,2
860,2,2
861,2,2
862,2,NaN
863,2,NaN
864,1,NaN
865,1,NaN
866,1,NaN
867,2,NaN
868,2,NaN
869,2,NaN
870,2,NaN
871,2,2
872,1,NaN
873,2,NaN
874,2,NaN
875,2,2
876,2,NaN
877,2,1
878,0,2
879,0,NaN
880,2,2
881,0,NaN
882,2,2
883,2,NaN
884,1,2
885,1,0
886,2,2
887,1,2
888,2,NaN
889,1,NaN
890,0,NaN
891,1,1
892,1,0
893,0,NaN
894,1,NaN
895,1,2
896,2,2
897,1,2
898,1,1
899,1,2
900,1,NaN
901,1,0
902,2,2
903,0,NaN
904,0,1
905,2,2
906,0,NaN
907,1,1
908,1,2
909,0,2
910,0,NaN
1004,2,2
1005,2,2
1006,2,1
1007,1,1
1008,2,2
1009,2,2
1010,2,2
1011,2,2
1012,2,2
1013,0,2
1014,2,NaN
1015,2,2
1016,2,2
1017,2,2
1018,1,2
1019,1,2
1020,0,NaN
1021,2,2
1022,0,NaN
1023,1,2
1024,1,2
1025,2,0
1026,1,2
1027,2,0
1028,0,NaN
1029,1,1
1030,0,2
1031,2,NaN
1032,0,2
1033,1,0
1034,2,0
1035,2,2
1036,2,2
1037,0,2
1038,2,2
1039,2,NaN
1040,0,1
1041,2,2
1042,2,2
1043,2,2
1044,2,1
1045,1,NaN
1046,2,0
1047,1,1
1048,1,0
1049,2,NaN
1050,2,0
1051,1,2
1052,2,NaN
1053,1,2
1054,1,0
1055,1,0
1056,1,NaN
1057,1,2
1058,1,2
1059,1,2
1060,1,NaN
1061,1,2
1062,1,2
1063,0,NaN
1064,0,0
1065,2,0
1066,1,NaN
1067,2,1
1068,0,0
1069,2,0
1070,0,1
1071,2,2
1072,1,NaN
1073,2,0
1074,1,NaN
1075,1,1
1076,1,NaN
1077,1,0
1078,1,0
1079,1,1
1080,1,1
1081,1,0
1082,1,NaN
1083,1,0
1084,2,0
1085,0,0
1086,1,1
1087,1,NaN
1088,1,0
1089,1,1
1090,2,NaN
1091,2,NaN
1092,2,NaN
1093,2,NaN
1094,2,NaN
1095,2,NaN
1096,2,NaN
1097,2,NaN
1098,1,NaN
1099,1,NaN
1100,2,2
1102,2,NaN
1103,2,NaN
1104,1,2
1105,2,2
1106,2,2
1107,1,NaN
1108,1,NaN
1109,1,NaN
1110,1,NaN
1111,1,NaN
1112,1,0
1113,2,NaN
1114,0,NaN
1115,1,NaN
1116,1,0
1117,1,1
1118,0,0
1119,0,2
1120,1,2
1121,2,2
1122,0,1
1123,0,1
1124,1,1
1125,1,0
1126,0,2
1127,1,0
1128,0,1
1129,0,0
1130,0,0
1131,1,NaN
1132,2,1
1133,0,NaN
1134,1,0
1135,2,1
1136,2,2
1137,0,NaN
1138,1,NaN
1139,2,2
1140,1,1
1141,1,2
1142,1,NaN
1143,1,1
1144,2,1
1145,1,NaN
1146,1,NaN
1147,0,NaN
1148,2,0
1149,0,0
1150,1,0
1151,0,0
1152,0,0
1153,0,1
1154,2,NaN
1155,0,NaN
1156,0,NaN
1157,2,2
1158,0,1
1159,2,1
1160,2,NaN
1161,2,2
1162,2,1
1163,2,1
1164,2,2
1165,2,1
1166,2,2
1167,2,1
1168,2,1
1169,2,NaN
1170,2,2
1171,2,2
1172,2,NaN
1173,2,NaN
1174,2,NaN
1175,2,1
1176,2,2
1177,2,NaN
1178,2,2
1179,2,NaN
1180,2,2
1181,2,NaN
1182,2,2
1183,2,NaN
1184,2,NaN
1185,2,2
1186,2,NaN
1187,1,NaN
1188,2,2
1189,2,2
1190,1,2
1191,2,NaN
1192,2,NaN
1193,2,1
1194,2,0
1195,2,0
1196,1,2
1197,1,2
1198,2,2
1199,2,0
1200,2,1
1201,2,2
1202,2,1
1203,2,2
1204,2,2
1205,2,1
1206,2,2
1207,2,2
1208,1,2
1209,2,2
1210,2,2
1211,1,2
1212,2,2
1213,2,2
1214,2,2
1215,0,NaN
1216,0,NaN
1217,2,2
1218,2,NaN
1219,2,2
1220,2,2
1221,2,2
1222,2,1
1223,2,NaN
1224,2,NaN
1225,2,2
1226,2,2
1227,2,2
1228,2,2
1229,2,2
1230,2,0
1231,2,2
1232,2,NaN
1233,1,2
1234,2,2
1235,2,2
1236,2,2
1237,2,2
1238,1,2
1239,2,NaN
1240,2,NaN
1241,2,2
1242,2,2
1243,2,NaN
1244,0,NaN
1245,2,NaN
1246,2,2
1247,2,NaN
1248,1,NaN
1249,2,NaN
1250,1,NaN
1251,0,NaN
1252,2,NaN
1253,2,2
1254,2,2
1255,0,2
1256,2,NaN
1257,2,NaN
1258,1,2
1259,2,2
1260,2,2
1261,1,2
1262,2,2
1263,2,2
1264,2,2
1265,2,2
1266,2,2
1267,2,2
1268,2,2
1269,2,2
1270,2,1
1271,2,1
1272,0,2
1273,1,2
1274,0,NaN
1275,2,0
1276,0,NaN
1277,1,1
1278,1,2
1279,2,NaN
1280,2,NaN
1281,2,NaN
1282,0,NaN
1283,2,2
1284,0,2
1285,2,2
1286,1,2
1287,1,2
1288,2,2
1289,0,1
1290,1,2
1291,2,NaN
1292,2,2
1293,1,2
1294,2,2
1295,2,NaN
1296,1,NaN
1297,2,2
1298,0,2
1299,0,2
1300,0,2
1301,2,2
1302,2,2
1303,1,NaN
1304,2,2
1305,0,2
1306,2,2
1307,2,NaN
1308,2,2
1309,1,2
1310,2,NaN
1311,2,1
1312,2,NaN
1313,2,NaN
1314,0,1
1315,2,1
1316,2,NaN
1317,2,1
1318,2,1
1319,0,1
1320,2,2
1321,2,NaN
1322,2,1
1323,2,2
1324,1,NaN
1325,2,1
1326,1,1
1327,2,NaN
1328,2,1
1329,2,1
1330,2,2
1331,2,2
1332,2,2
1333,2,NaN
1334,2,1
1335,1,NaN
1336,2,1
1337,1,1
1338,2,1
1339,2,1
1340,2,2
1341,2,2
1342,0,NaN
1343,2,2
1344,2,NaN
1345,2,2
1346,0,2
1347,2,1
1348,1,NaN
1349,2,NaN
1350,2,1
1351,2,2
1352,1,2
1353,2,2
1354,1,1
1355,2,2
1356,2,2
1357,1,NaN
1358,2,NaN
1359,2,2
1360,1,1
1361,1,1
1362,0,2
1363,1,NaN
1364,1,1
1365,1,NaN
1366,1,1
1367,1,2
1368,1,2
1369,1,2
1370,0,NaN
1371,1,2
1372,1,2
1441,2,0
1442,2,1
1443,0,1
1444,2,2
1445,0,2
1446,1,2
1447,1,2
1448,1,1
1449,2,1
1450,2,1
1451,2,0
1452,2,2
1466,0,1
1467,1,NaN
1468,2,0
1469,2,NaN
1470,0,0
1471,0,2
1472,2,NaN
1473,2,NaN
1474,1,NaN
1475,1,NaN
1476,1,NaN
1477,2,NaN
1478,1,NaN
1479,0,NaN
1480,0,2
1481,0,1
1482,2,0
1483,1,2
1484,2,1
1485,0,1
1486,1,0
1487,1,0
1488,2,NaN
1489,2,NaN
1490,2,0
1491,2,NaN
1492,2,NaN
1493,2,1
1494,0,NaN
1495,1,NaN
1496,0,NaN
1497,2,2
1498,1,1
1499,1,NaN
1500,1,NaN
1501,1,NaN
1502,2,NaN
1503,1,1
1504,0,2
1505,2,2
1506,2,NaN
1507,0,1
1508,1,NaN
1509,2,NaN
1510,1,NaN
1511,2,NaN
1512,2,2
1513,1,2
1514,2,2
1515,2,2
1516,2,NaN
1517,1,2
1518,2,NaN
1519,2,NaN
1520,2,2
1521,1,2
1522,2,2
1523,0,1
1524,2,1
1525,2,2
1526,2,NaN
1527,0,NaN
1528,0,2
1529,0,NaN
1530,0,NaN
1531,0,2
1532,1,2
1533,0,NaN
1534,2,2
1535,2,0
1536,2,0
1537,2,1
1538,2,NaN
1539,0,NaN
1540,0,2
1541,2,0
1542,1,2
1543,2,2
1544,1,2
1545,2,1
1546,0,NaN
1547,0,2
1548,0,1
1549,0,NaN
1550,0,1
1551,0,NaN
1552,2,1
1553,0,1
1554,2,2
1555,1,2
1556,0,2
1557,0,0
1558,0,1
1559,0,NaN
1560,0,0
1561,0,2
1562,0,0
1563,0,0
1564,1,NaN
1565,1,1
1566,1,2
1567,2,2
1568,2,2
1569,2,2
1570,0,0
1571,0,1
1572,1,1
1573,1,1
1574,0,1
1575,0,1
1576,2,2
1577,2,1
1578,0,0
1579,2,2
1580,2,NaN
1581,0,0
1582,0,0
1583,1,0
1584,0,1
1585,0,0
1625,2,NaN
1626,1,NaN
1627,2,0
1628,1,NaN
1629,2,NaN
1630,1,NaN
1631,2,NaN
1632,0,NaN
1633,0,NaN
1634,1,0
1635,0,0
1636,0,0
1637,0,NaN
1638,0,NaN
1639,0,NaN
1640,0,0
1641,1,0
1642,1,0
1643,0,1
1644,1,1
1645,1,1
1646,0,NaN
1647,1,0
1648,2,NaN
1649,1,NaN
1650,2,NaN
1651,0,0
1652,0,1
1696,0,NaN
1697,0,1
1699,0,NaN
1700,0,NaN
1703,0,NaN
1704,0,NaN
1705,1,NaN
1706,0,1
1708,0,NaN
1709,0,1
1710,2,NaN
1711,0,1
1712,0,NaN
1713,2,1
1714,1,NaN
1715,1,1
1716,0,1
1717,1,1
1718,2,NaN
1719,1,NaN
1720,1,1
1721,1,1
1722,1,NaN
1723,1,NaN
1724,1,1
1725,1,1
1726,1,NaN
1727,1,1
1728,2,1
1729,1,NaN
1730,1,1
1731,1,NaN
1732,1,NaN
1733,1,1
1734,0,NaN
1735,1,NaN
1736,0,0
1737,1,NaN
1738,1,NaN
1739,0,NaN
1740,2,NaN
1741,0,NaN
1742,0,NaN
1743,2,NaN
1744,0,NaN
1745,1,NaN
1746,0,NaN
1747,1,NaN
1748,2,NaN
1766,1,2
1767,0,NaN
1768,0,NaN
1769,0,NaN
1770,2,1
1771,1,0
1772,0,NaN
1773,0,2
1774,2,NaN
1775,0,NaN
1776,0,1
1777,2,NaN
1778,0,NaN
1779,0,2
1780,0,2
1781,1,1
1782,0,NaN
1783,0,1
1784,0,2
1785,2,2
1786,0,1
1787,2,2
1788,0,2
1789,0,2
1790,2,1
1791,2,NaN
1792,2,1
1793,0,NaN
1794,0,1
1795,2,1
1796,2,1
1797,0,1
1798,1,1
1799,2,1
1800,0,2
1801,1,0
1802,2,0
1803,2,1
1804,2,NaN
1805,2,2
1806,1,2
1807,2,NaN
1808,2,2
1809,0,NaN
1810,2,NaN
1811,0,2
1812,0,NaN
1813,1,NaN
1814,0,1
1815,2,2
1816,2,NaN
1817,0,NaN
1818,0,2
1819,0,NaN
1820,1,2
1821,1,2
1822,1,0
1823,1,1
1824,1,2
1825,1,0
1826,1,1
1827,2,2
1828,1,1
1829,2,2
1830,2,NaN
